username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
PatriceEstGras,"Supporter de la MAN CITY de l'OM a Vie❤️ #BARCA et un peu de l'OL , MADRID 💓 né a St-ETIENNE💚 pro FEKIR, MESSI FC🇦🇷, LIVERPOOL","Maubeuge, France",29,4462,62218,2015-09-02 22:17:06,2021-01-13 13:17:01,27154,🔴 URGENT - TOUS LES ÉTABLISSEMENTS SCOLAIRES FERMÉS EN FRANCE À PARTIR DE LUNDI JUSQU'À NOUVEL ORDRE. #Covid_19 #macron20h,"[{'text': 'Covid_19', 'indices': [118, 127]}, {'text': 'macron20h', 'indices': [128, 138]}]"
verrier_pierre,Plantons des arbres🌲🌳🌴 profil à éviter pour les autophobes 😉,,573,457,52732,2018-09-21 20:02:21,2021-01-13 13:16:57,90,"#Vaccin #Veran #Macron 
« On les aura, ces connards » : l'élégance avec laquelle le Président Macron a manifesté son soutien à Véran :
- Bon LES CONNARDS c'est quoi ce bordel ... allez colonne par un et direction la #vaccination ! https://t.co/BNvkT9DGDS","[{'text': 'Vaccin', 'indices': [14, 21]}, {'text': 'Veran', 'indices': [22, 28]}, {'text': 'Macron', 'indices': [29, 36]}]"
ChristopheSOUQ1,Ma Nolan's - Le Bateleur - Van Diemen's,,47,64,121,2020-02-28 13:22:45,2021-01-13 13:16:33,5,Lancement de la #vaccination pour les plus de 75 ans aujourd’hui à #Nice06! Merci à nos seniors pour leur confiance. https://t.co/rSEEr5whHr,"[{'text': 'vaccination', 'indices': [35, 47]}, {'text': 'Nice06', 'indices': [86, 93]}]"
Jordan_challier,Politiques vaccinales au @MinSoliSante - #PharmD & @sciencespo ✌🏼- 📱💬 #Prévention #Digital #Vaccination #IA #DGS,Mes tweets n'engagent que moi.,579,2152,3964,2016-03-19 00:25:47,2021-01-13 13:16:24,28,#Vaccination | Quelles étapes pour la campagne de vaccination contre la #COVID19 ? ⤵,"[{'text': 'Vaccination', 'indices': [18, 30]}, {'text': 'COVID19', 'indices': [90, 98]}]"
dfarnier66,,,119,75,1945,2015-11-29 06:54:27,2021-01-13 13:16:17,4,"""Nous avons quatre vaccinodromes"": @cestrosi assure que la #vaccination ""marche plutôt bien"".

➡️https://t.co/gU4GM3fBRP https://t.co/XmlUVYvgMw","[{'text': 'vaccination', 'indices': [76, 88]}]"
PhilippeSayous,"Certains regardent la vase au fond de l'étang, d'autres contemplent la fleur de lotus à la surface de l'eau, il s'agit d'un choix. Dalaï Lama",France,2067,3284,213673,2016-10-07 21:49:00,2021-01-13 13:16:14,7,"Témoignage d'Ingrid, infirmière en consultation d'ophtalmologie à l'hôpital Ambroise-Paré @APHP est vaccinée contre la #COVID19 #vaccination #VaccinfoCOVID #JeMeFaisVacciner https://t.co/gcURX1VbQw",[]
BastosFeliciano,,,91,10,105,2019-05-15 19:37:21,2021-01-13 13:16:02,77,"La France ""préfère"" un certificat de #vaccination ou QRcode pour voyager au lieu du passeport d'immunité.
Le même #QRcode proposé par CédricO sur #TousAntiCovid?Ou le #CommonPass du WorldEconomicForum prônant le #GreatReset? Et on nous disait complotistes.
https://t.co/RY14E4IKGW https://t.co/0dMS2EPx4u","[{'text': 'vaccination', 'indices': [53, 65]}, {'text': 'QRcode', 'indices': [130, 137]}]"
Prev_Infection,👉Le Réseau national de #Prevention des #Infections Associées aux #Soins diffuse et coordonne des actions pour la #prévention des #IAS. @santeprevention,France,194,1060,1743,2018-09-24 08:38:21,2021-01-13 13:15:52,28,#Vaccination | Quelles étapes pour la campagne de vaccination contre la #COVID19 ? ⤵,"[{'text': 'Vaccination', 'indices': [18, 30]}, {'text': 'COVID19', 'indices': [90, 98]}]"
Raniams1,,,292,161,3248,2018-12-30 00:15:11,2021-01-13 13:15:47,1559,"🇫🇷 FLASH - ""Avec de telles carences, le débarquement de juin 1944 aurait échoué"", affirmait Anne #Hidalgo sur la campagne de #vaccination. Ce matin, Gabriel #Attal répond : ""Si le débarquement avait été géré comme les Vélibs, les bateaux n'auraient jamais quitté l'Amérique"". (E1)","[{'text': 'Hidalgo', 'indices': [113, 121]}]"
Francoiszero2,Catholique #LMPT #SC #RH #CPH assas dauphine,,6570,6734,105324,2013-05-13 15:47:00,2021-01-13 13:15:42,9,"🔴 ALERTE INFO - #Santé : Selon le Pr. Jean-François #Delfraissy, Président du conseil scientique 🗣️: ""Le virus variant Sud Africain, échapperait probablement aux effets du #vaccin."" #CriseSanitaire #coronavirus #confinement3 #vaccination #AntiVaccine #variant #variantecovid https://t.co/MgVA8OuwWW","[{'text': 'Santé', 'indices': [34, 40]}, {'text': 'Delfraissy', 'indices': [70, 81]}]"
Cyrina63495594,Queer woman looking for some social fairness and ecological awareness,France,67,158,14519,2018-11-24 11:58:13,2021-01-13 13:15:28,84,"#Covid_19 Lycée classe de 38 élèves . Piscine en demi-groupe. Dans ce groupe : un cas confirmé. Il me semblerait logique et plus prudent de considérer, au moins, tout le groupe piscine, cas contact. Mais non, cas contact uniquement si symptômes. @jmblanquer ?! CC @stylos_les","[{'text': 'Covid_19', 'indices': [17, 26]}]"
Sulyvan2T,"patriote...
mon adn, la corse et la bretagne.
#JambonBeurre
#TeamPatriotes",,2332,1951,11499,2020-08-26 06:53:01,2021-01-13 13:15:26,90,"#Vaccin #Veran #Macron 
« On les aura, ces connards » : l'élégance avec laquelle le Président Macron a manifesté son soutien à Véran :
- Bon LES CONNARDS c'est quoi ce bordel ... allez colonne par un et direction la #vaccination ! https://t.co/BNvkT9DGDS","[{'text': 'Vaccin', 'indices': [14, 21]}, {'text': 'Veran', 'indices': [22, 28]}, {'text': 'Macron', 'indices': [29, 36]}]"
ARSCORSE1,C_mpte _fficiel de l’_gence Régi_n_le de S_nté C_rse. #_uverture #eng_gement #resp_ns_bilité #éc_ute #di_l_gue,"Corse, France",3301,6836,17255,2018-10-25 13:14:19,2021-01-13 13:15:20,28,#Vaccination | Quelles étapes pour la campagne de vaccination contre la #COVID19 ? ⤵,"[{'text': 'Vaccination', 'indices': [18, 30]}, {'text': 'COVID19', 'indices': [90, 98]}]"
JeanDoobs,"Mi Homme Mi Robot et Re Mi Ours derrière. De tout, de rien, mais j'aime çà!
#fintech #bitcoins #formule1 #bordeaux #kaamelott","Gironde, Aquitaine",117,1776,425777,2017-11-03 08:11:40,2021-01-13 13:15:04,1,"Allô Air France..

La saison de #F1 ne débutera pas le 21 mars en Australie mais à #Bahrein

#TimeSport #Covid_19 #GP https://t.co/Ujquwv0AVK","[{'text': 'F1', 'indices': [52, 55]}, {'text': 'Bahrein', 'indices': [103, 111]}, {'text': 'TimeSport', 'indices': [113, 123]}, {'text': 'Covid_19', 'indices': [124, 133]}, {'text': 'GP', 'indices': [134, 137]}]"
Daras67170743,Jeune retraité avide d'infos mais la bonne et non les fakes news,,2244,1180,115206,2018-04-04 09:47:48,2021-01-13 13:14:55,47,"#EmmanuelMacron répond aux #opposants impatients de la #vaccination: ""Ceux qui me disent ça ne va pas assez vite aujourd’hui sont ceux qui disaient ça va trop vite en décembre"" ""Nous nous sommes responsables, et ça prend plus de temps qu’un tweet"" https://t.co/PMOj5W2PZW","[{'text': 'EmmanuelMacron', 'indices': [15, 30]}, {'text': 'opposants', 'indices': [42, 52]}, {'text': 'vaccination', 'indices': [70, 82]}]"
vouyounix,"""Tout esprit impartial 😉 que n'influencent pas des intérêts privés ou ... des préjugés de classe doit nécessairement arriver aux mêmes conclusions que moi....""",,1405,568,59548,2015-01-23 20:24:52,2021-01-13 13:14:52,77,"La France ""préfère"" un certificat de #vaccination ou QRcode pour voyager au lieu du passeport d'immunité.
Le même #QRcode proposé par CédricO sur #TousAntiCovid?Ou le #CommonPass du WorldEconomicForum prônant le #GreatReset? Et on nous disait complotistes.
https://t.co/RY14E4IKGW https://t.co/0dMS2EPx4u","[{'text': 'vaccination', 'indices': [53, 65]}, {'text': 'QRcode', 'indices': [130, 137]}]"
vouyounix,"""Tout esprit impartial 😉 que n'influencent pas des intérêts privés ou ... des préjugés de classe doit nécessairement arriver aux mêmes conclusions que moi....""",,1405,568,59548,2015-01-23 20:24:52,2021-01-13 13:14:45,113,"Les leaders européens demandent à l'#UE un #passeport vaccin pour pouvoir voyager.
L'Espagne, Belgique, Grèce sont en faveur d'un certificat de #vaccination Covid. Le Danemark introduit son passeport #Covid19 https://t.co/2obSCvbMJU https://t.co/RY14E4IKGW https://t.co/Ps4YnLK47F","[{'text': 'UE', 'indices': [52, 55]}, {'text': 'passeport', 'indices': [59, 69]}]"
KonstantinParis,,Sceaux,168,63,1287,2018-02-08 11:54:27,2021-01-13 13:14:42,3,Centres de #vaccination : le sud des @hautsdeseinefr est négligé. Un système de transport sera mis en place par la @Ville_de_Sceaux mais les deux centres risquent d’être vite submergés. #COVID19 @Bourg_la_Reine https://t.co/aOO9lZ1Ps9,"[{'text': 'vaccination', 'indices': [31, 43]}]"
RTLFrance,"Information, coulisses, replays... bienvenue sur le compte officiel de RTL ! #RTLMatin #RTL ➡️ Suivez-nous également sur Instagram : rtl_france",France,200,961182,321914,2009-04-22 15:03:13,2021-01-13 13:14:41,5,"#COVID19: faut-il s'inquiéter des nouveaux variants ? ""Pour l'instant, les 1ères données communiquées laissent penser que les anticorps générés par la vaccination sont actifs contre ce nouveau variant anglais"", Odile Launay, membre du comité #vaccincovid dans #RTLMidi - @krissreb https://t.co/lTqwGqqbzN","[{'text': 'COVID19', 'indices': [13, 21]}]"
adry541,"jeux vidéo, high-tech, nouvelles technologies, cinéma, actualités",,2664,50,6369,2020-06-20 22:10:19,2021-01-13 13:14:29,4,"""Nous avons quatre vaccinodromes"": @cestrosi assure que la #vaccination ""marche plutôt bien"".

➡️https://t.co/gU4GM3fBRP https://t.co/XmlUVYvgMw","[{'text': 'vaccination', 'indices': [76, 88]}]"
MSF_Luxembourg,News de Médecins Sans Frontières qui fournit une aide médicale et humanitaire d'urgence pour les plus vulnérables.,Luxembourg,1010,3728,3438,2008-05-13 05:51:59,2021-01-13 13:14:27,0,"« La création d'une réserve de #vaccins contre #Ebola dans le cadre du groupe de coordination international est une étape positive. La #vaccination est l'un des moyens les plus efficaces de répondre aux épidémies. »
https://t.co/R8vKRYgUEt","[{'text': 'vaccins', 'indices': [31, 39]}, {'text': 'Ebola', 'indices': [47, 53]}, {'text': 'vaccination', 'indices': [135, 147]}]"
DirkDig40017971,"« Nous devons notre liberté à des hommes qui ne plient pas, ne s'agenouillent pas, ne se soumettent pas. »
Winston Churchill",Pologne,496,202,12747,2020-03-31 12:14:55,2021-01-13 13:14:20,113,"Les leaders européens demandent à l'#UE un #passeport vaccin pour pouvoir voyager.
L'Espagne, Belgique, Grèce sont en faveur d'un certificat de #vaccination Covid. Le Danemark introduit son passeport #Covid19 https://t.co/2obSCvbMJU https://t.co/RY14E4IKGW https://t.co/Ps4YnLK47F","[{'text': 'UE', 'indices': [52, 55]}, {'text': 'passeport', 'indices': [59, 69]}]"
JaiRaison,"Mon excellent compte Twitter se fait le relais des patriotes français, des Vrais Gilets Jaunes, des pro-Trump, pro-Poutine, pro-Raoult et des catholiques👍",,2418,14891,438850,2012-11-24 20:04:19,2021-01-13 13:14:02,2,"Ils devraient proposer de tatouer sur le bras le numéro indiquant ils sont la quantième personne à se faire vacciner! 
#COVID19 #vaccincovid #Vaccin https://t.co/L8Dacqw398",[]
BensaadiSaid,"Je suis juste un citoyen de gauche, horrifié par la tandence droitière de la société française,  et de l'avenir sombre qui se profile.",42320 La Grand-Croix,2150,786,7906,2020-03-17 13:30:12,2021-01-13 13:13:30,1,"#COVID19 
#Vaccination
#Veran #Simplet
Quand on apprend que les super-congélateurs débordent de doses de vaccins, mais qu'on manque d'aiguilles adaptées, et que le gouvernement se félicite de contrôler la lenteur de la vaccination. Même qu'il la revendique, on sourit doucement.","[{'text': 'COVID19', 'indices': [18, 26]}, {'text': 'Vaccination', 'indices': [28, 40]}, {'text': 'Veran', 'indices': [41, 47]}, {'text': 'Simplet', 'indices': [48, 56]}]"
bonuscr,#JeMeFeraiVacciner #StandWithScience #LGBTQ #DeGauche et #DeDroite,"Paris, Le Crotoy, StRemy",3641,6224,181729,2017-05-22 14:14:53,2021-01-13 13:13:02,6,"Tous ces élus des #oppositions qui exigent que la #vaccination accélèrent davantage, notamment en région #PACA sont soit irresponsables soit pris de panique. Il semble en effet que le rythme des injections réalisées en France en pleine sécurité soit désormais assez remarquable.","[{'text': 'oppositions', 'indices': [33, 45]}, {'text': 'vaccination', 'indices': [65, 77]}, {'text': 'PACA', 'indices': [120, 125]}]"
YohanGuasch,"🎓#M2Sest  
Fond of #AI #DigitalMarketing #DataViz #Geoeconomics #Geopolitics #Sportbusiness #Art #Museums | Innovation Explorer | 🌏 Traveller 🏰🍇🔭","Lyon, France",612,134,1845,2020-10-06 16:27:39,2021-01-13 13:13:00,2,"💉 #Vaccination : ""la #France est l'un des rares pays à accorder des consultations pré-vaccinales avant l'administration du vaccin et, selon plusieurs médecins, c’est une des raisons des lenteurs constatées"" explique @Millet_Laure.
https://t.co/vxJ1Ku9m1k","[{'text': 'Vaccination', 'indices': [19, 31]}, {'text': 'France', 'indices': [38, 45]}]"
NaszalyiP,"Directeur de La Revue des Sciences de Gestion 
Président du Conseil Territorial de Santé de l'Essonne
Directeur de Recherche (HDR) en Droit-Economie-Gestion",Epinay sur Orge,19,6,8,2021-01-11 09:00:11,2021-01-13 13:12:40,0,"@NicoliniDamien @axelkahn Il n’y a pas que le poids de l’élu, il faut y ajouter les différents copinages ! On est très loin de l’intérêt général #vaccination","[{'text': 'vaccination', 'indices': [145, 157]}]"
ehworld1,Truth seeker,Canada,320,60,4274,2011-10-14 14:58:07,2021-01-13 13:12:33,77,"La France ""préfère"" un certificat de #vaccination ou QRcode pour voyager au lieu du passeport d'immunité.
Le même #QRcode proposé par CédricO sur #TousAntiCovid?Ou le #CommonPass du WorldEconomicForum prônant le #GreatReset? Et on nous disait complotistes.
https://t.co/RY14E4IKGW https://t.co/0dMS2EPx4u","[{'text': 'vaccination', 'indices': [53, 65]}, {'text': 'QRcode', 'indices': [130, 137]}]"
Vincenz46207805,#LiMengYan,,1696,117,27116,2018-05-22 10:20:38,2021-01-13 13:12:25,17,"« Tiens bon, on les aura, ces connards », aurait écrit le président à O. #Veran 

Le nouvel échec du gouvernement en matière de #vaccination, n’a visiblement pas écorné la confiance d’E. #Macron en son ministre de la Santé. En atteste le texto qu’il lui a envoyé, relate #LePoint. https://t.co/arNxXBhY6I","[{'text': 'Veran', 'indices': [88, 94]}]"
69Robertt,"Géographe d'Aix-en-Provence.
Ancienne UNICEF.",Paris,2657,477,45521,2016-01-17 12:13:00,2021-01-13 13:12:17,2,"Les 6 semaines de flottement qui ont retardé la campagne de #vaccination #COVID19
Hésitant sur la communication, craignant la mobilisation des antivaccins et la comparaison avec d’autres pays, le gouvernement a changé à plusieurs reprises de stratégie.
https://t.co/OPt4rSFA7C","[{'text': 'vaccination', 'indices': [80, 92]}, {'text': 'COVID19', 'indices': [93, 101]}]"
ehworld1,Truth seeker,Canada,320,60,4274,2011-10-14 14:58:07,2021-01-13 13:12:11,113,"Les leaders européens demandent à l'#UE un #passeport vaccin pour pouvoir voyager.
L'Espagne, Belgique, Grèce sont en faveur d'un certificat de #vaccination Covid. Le Danemark introduit son passeport #Covid19 https://t.co/2obSCvbMJU https://t.co/RY14E4IKGW https://t.co/Ps4YnLK47F","[{'text': 'UE', 'indices': [52, 55]}, {'text': 'passeport', 'indices': [59, 69]}]"
fernandez_luce,,,74,8,3836,2015-12-17 21:40:48,2021-01-13 13:12:02,611,"Début de #vaccination raté : #Macron foudroie #Veran dans les médias, mais lui envoie en coulisse un sms d’encouragement : “On les aura, ces connards”. 
Tout est dit !

src : Le Point

https://t.co/S47FYRYCvC","[{'text': 'vaccination', 'indices': [29, 41]}, {'text': 'Macron', 'indices': [49, 56]}, {'text': 'Veran', 'indices': [66, 72]}]"
TransfoMacron,,"Ile-de-France, France",1624,1190,101914,2017-08-27 13:32:49,2021-01-13 13:11:38,6,"Tous ces élus des #oppositions qui exigent que la #vaccination accélèrent davantage, notamment en région #PACA sont soit irresponsables soit pris de panique. Il semble en effet que le rythme des injections réalisées en France en pleine sécurité soit désormais assez remarquable.","[{'text': 'oppositions', 'indices': [33, 45]}, {'text': 'vaccination', 'indices': [65, 77]}, {'text': 'PACA', 'indices': [120, 125]}]"
Benjamin_Leduc_,"Candidat pour les #Législatives2017 #extcirco05 pour les #FrançaisDelEtranger, VP du Prolife Islandais, Réinfosphère, Chercheur https://t.co/sNoHRlqDzy",,703,1019,17365,2014-05-15 12:44:30,2021-01-13 13:11:32,2,"Ils devraient proposer de tatouer sur le bras le numéro indiquant ils sont la quantième personne à se faire vacciner! 
#COVID19 #vaccincovid #Vaccin https://t.co/L8Dacqw398","[{'text': 'COVID19', 'indices': [119, 127]}, {'text': 'vaccincovid', 'indices': [128, 140]}, {'text': 'Vaccin', 'indices': [141, 148]}]"
Kebetubot,"Je retweet tous les tweets parlant du Senegal, #Kebetu et de @Macky_Sall. Suivez-nous pour ne plus louper aucun tweet lié au Sénégal 🇸🇳 📧smosenegal@gmail.com",Senegal,1,13626,119106,2018-03-21 16:16:22,2021-01-13 13:11:11,2,Le « bandwagon effect » (effet d'entraînement) biais cognitif pour l’Afrique face au vaccin contre #COVID19. Sommes-nous dans le cercle social avec l’Occident ? Ani kuy pikiru? @sante_gouv_sn @Macky_Sall #kebetu #vaccincovid @AllAfricafrench #Senegal https://t.co/Z7buOZb7og,"[{'text': 'COVID19', 'indices': [112, 120]}]"
cathyleprovost,,bayonne,302,201,11439,2011-12-13 21:27:46,2021-01-13 13:10:35,11,"Lu in @Charlie_Hebdo_ : “à #Lyon les hospices civils ont dépensé, entre 2015 et 2017, 2 millions € en audits auprès de 3 cabinets privés : McKinsey, Capgemini et KPMG. Avec qui l’Etat a-t-il mis au point la désastreuse campagne de #vaccination ? McKinsey, bien sûr !”","[{'text': 'Lyon', 'indices': [48, 53]}]"
chrislaine33,"#SoutienEmmanuelMacron #LaRepubliqueEnMarche""Vous avez des ennemis? Cela signifie que vous avez défendu quelque chose, un jour dans votre vie. Winston Churchill",MOURENS,1700,5676,184052,2011-04-18 14:41:37,2021-01-13 13:10:29,47,"#EmmanuelMacron répond aux #opposants impatients de la #vaccination: ""Ceux qui me disent ça ne va pas assez vite aujourd’hui sont ceux qui disaient ça va trop vite en décembre"" ""Nous nous sommes responsables, et ça prend plus de temps qu’un tweet"" https://t.co/PMOj5W2PZW","[{'text': 'EmmanuelMacron', 'indices': [15, 30]}, {'text': 'opposants', 'indices': [42, 52]}, {'text': 'vaccination', 'indices': [70, 82]}]"
DeniSimonin,,France,39,70,3732,2013-12-22 12:48:01,2021-01-13 13:09:55,0,"#COVID19france #vaccination : Mme #BarbaraLefebvre en tant que ex enseignante, ne devrait elle pas se limiter à son seul domaine de compétences, et nous expliquer plutôt pourquoi les CM1 #francais se classent dans le END5 mondial...??🤪🤪@LCI #LCI #Pujadas @DavidPujadas 🤪🤪 https://t.co/syN4JQVU3g","[{'text': 'COVID19france', 'indices': [0, 14]}, {'text': 'vaccination', 'indices': [15, 27]}, {'text': 'BarbaraLefebvre', 'indices': [34, 50]}, {'text': 'francais', 'indices': [187, 196]}, {'text': 'LCI', 'indices': [241, 245]}, {'text': 'Pujadas', 'indices': [246, 254]}]"
